Sale_Id,Date_Id,Product_Id,Store_Id,Customer_Id,Quantity_Sold,Unit_Price,Discount_Pct,Total_Amount
1534,20250702,51,23,83,3,2879.69,0,8639.07
1535,20240808,71,24,7,1,3918.6,0,3918.6
1536,20250623,14,17,249,1,4823.13,0,4823.13
1537,20240125,30,21,127,1,3704.61,5,3519.38
1538,20250121,84,13,380,2,4822.61,10,8680.7
1539,20240319,10,17,391,2,3316.3,0,6632.6
1540,20250708,78,5,,1,1807.55,0,1807.55
1541,20250912,110,10,218,1,3839.63,0,3839.63
1542,20241007,59,7,,3,2020.12,5,5757.34
1543,20250120,38,14,,3,1729.74,5,4929.76
1544,20250509,37,23,126,1,3761.37,20,3009.1
1545,20250207,48,25,56,1,2551.26,5,2423.7
1546,20240126,51,25,190,1,2879.69,0,2879.69
1547,20241114,43,5,43,1,3747.63,0,3747.63
1548,20250516,76,8,,1,5042.37,10,4538.13
1549,20250619,93,19,31,2,4029.05,0,8058.1
1550,20241114,95,11,19,1,3960.41,5,3762.39
1551,20250220,112,1,108,2,1434.74,10,2582.53
1552,20250712,64,11,121,1,4068.92,5,3865.47
1553,20250610,72,24,42,3,1667.62,0,5002.86
1554,20240320,49,5,83,1,3974.14,0,3974.14
1555,20240721,57,4,,1,3796.83,0,3796.83
1556,20250621,63,5,281,1,4196.34,0,4196.34
1557,20240430,56,10,347,1,7088.96,0,7088.96
1558,20250115,73,21,149,1,6348.65,0,6348.65
1559,20250920,92,12,129,1,2008.22,0,2008.22
1560,20241204,119,24,70,1,2956.72,5,2808.88
1561,20250430,2,11,77,1,882.35,20,705.88
1562,20240106,40,23,356,1,6858.19,0,6858.19
1563,20240406,8,20,81,1,3576.07,5,3397.27
1564,20240819,45,21,,1,1364.28,0,1364.28
1565,20250312,75,24,320,2,2266.5,15,3853.05
1566,20250728,70,21,40,1,3349.78,0,3349.78
1567,20240809,36,6,53,1,682.61,0,682.61
1568,20251022,99,13,396,2,4915.0,5,9338.5
1569,20250922,86,16,2,2,4002.37,20,6403.79
1570,20240403,119,20,85,1,2956.72,0,2956.72
1571,20240320,115,2,226,1,2419.05,0,2419.05
1572,20241105,65,25,287,1,3541.34,10,3187.21
1573,20251224,61,12,268,1,5731.62,0,5731.62
1574,20250911,108,7,325,2,3374.55,5,6411.65
1575,20250323,72,15,129,1,1667.62,5,1584.24
1576,20250321,84,12,188,2,4822.61,10,8680.7
1577,20241220,94,14,287,2,1460.17,15,2482.29
1578,20240714,49,12,383,4,3974.14,0,15896.56
1579,20250104,68,7,,1,1648.1,0,1648.1
1580,20250112,118,9,7,1,5698.72,0,5698.72
1581,20241008,83,16,357,2,2689.64,0,5379.28
1582,20240228,74,1,242,4,3249.83,5,12349.35
1583,20250517,23,16,332,2,5336.87,10,9606.37
1584,20240209,48,1,366,1,2551.26,5,2423.7
1585,20240514,11,14,62,1,5902.88,5,5607.74
1586,20240304,41,4,143,4,5693.66,0,22774.64
1587,20250920,95,1,345,2,3960.41,0,7920.82
1588,20251227,22,19,188,1,6438.69,15,5472.89
1589,20250216,54,22,34,1,2808.33,10,2527.5
1590,20240531,94,9,,1,1460.17,0,1460.17
1591,20240722,89,17,326,2,4062.25,10,7312.05
1592,20240104,40,9,61,1,6858.19,5,6515.28
1593,20251214,12,19,46,1,1690.47,0,1690.47
1594,20240329,24,11,11,2,3205.37,10,5769.67
1595,20240810,82,12,371,3,3179.41,0,9538.23
1596,20251128,83,7,378,1,2689.64,0,2689.64
1597,20251223,37,6,290,1,3761.37,0,3761.37
1598,20240711,35,7,152,1,3748.04,0,3748.04
1599,20240404,63,12,179,2,4196.34,0,8392.68
1600,20251008,88,6,,2,2796.03,0,5592.06
1601,20250704,73,7,223,1,6348.65,10,5713.78
1602,20241022,27,11,258,1,1220.37,5,1159.35
1603,20241002,12,17,133,1,1690.47,0,1690.47
1604,20240428,67,22,244,1,4800.44,5,4560.42
1605,20250116,73,13,18,1,6348.65,0,6348.65
1606,20250102,112,1,244,1,1434.74,5,1363.0
1607,20240412,24,12,240,1,3205.37,10,2884.83
1608,20250325,104,20,295,1,6527.04,5,6200.69
1609,20250429,107,8,192,1,1952.14,0,1952.14
1610,20250214,39,2,120,2,3883.73,15,6602.34
1611,20250603,14,14,138,3,4823.13,0,14469.39
1612,20240130,21,17,154,2,1209.52,20,1935.23
1613,20250620,26,19,67,1,1355.83,10,1220.25
1614,20240225,12,10,73,2,1690.47,0,3380.94
1615,20240618,59,1,103,2,2020.12,0,4040.24
1616,20240323,24,8,224,1,3205.37,0,3205.37
1617,20251202,72,25,245,1,1667.62,0,1667.62
1618,20250717,88,13,242,1,2796.03,10,2516.43
1619,20251224,32,25,199,1,1604.88,10,1444.39
1620,20240516,52,25,145,2,2796.94,5,5314.19
1621,20250310,77,13,178,1,5233.57,5,4971.89
1622,20250823,4,8,92,2,1722.15,0,3444.3
1623,20241214,65,1,385,1,3541.34,0,3541.34
1624,20240823,18,16,109,1,5185.3,0,5185.3
1625,20250128,84,6,146,1,4822.61,5,4581.48
1626,20250507,5,9,216,1,2284.3,0,2284.3
1627,20250613,107,4,43,1,1952.14,5,1854.53
1628,20251102,111,13,7,1,1506.58,0,1506.58
1629,20250603,50,22,249,1,3814.05,5,3623.35
1630,20250308,99,2,133,2,4915.0,0,9830.0
1631,20250406,65,12,365,1,3541.34,0,3541.34
1632,20250108,15,6,273,2,4621.37,15,7856.33
1633,20240322,20,1,363,1,1915.63,0,1915.63
1634,20250921,94,15,238,1,1460.17,0,1460.17
1635,20250516,59,12,,1,2020.12,0,2020.12
1636,20250311,44,22,13,1,4747.67,0,4747.67
1637,20241231,54,1,153,1,2808.33,5,2667.91
1638,20241231,94,2,203,1,1460.17,0,1460.17
1639,20240406,17,24,253,1,1735.19,0,1735.19
1640,20250414,89,20,376,2,4062.25,5,7718.27
1641,20240211,10,11,76,1,3316.3,5,3150.49
1642,20240413,49,17,41,1,3974.14,5,3775.43
1643,20241105,55,13,,3,735.67,0,2207.01
1644,20251030,96,3,222,3,3006.66,10,8117.98
1645,20250807,34,10,277,2,1322.31,0,2644.62
1646,20240220,48,19,390,3,2551.26,0,7653.78
1647,20251206,100,6,344,1,4823.15,0,4823.15
1648,20240704,87,10,209,1,2952.23,10,2657.01
1649,20251103,17,9,307,2,1735.19,5,3296.86
1650,20240409,29,8,,1,1567.62,0,1567.62
1651,20241021,94,23,236,1,1460.17,5,1387.16
1652,20241202,70,13,286,1,3349.78,0,3349.78
1653,20241220,106,15,381,1,717.87,0,717.87
1654,20240623,87,13,17,1,2952.23,5,2804.62
1655,20240321,81,16,177,1,1242.05,5,1179.95
1656,20250626,48,10,162,1,2551.26,0,2551.26
1657,20240608,80,19,181,1,5880.6,0,5880.6
1658,20240124,97,10,252,4,4779.12,0,19116.48
1659,20250704,17,13,64,1,1735.19,0,1735.19
1660,20240423,74,10,82,2,3249.83,20,5199.73
1661,20250214,71,14,112,1,3918.6,5,3722.67
1662,20241123,99,12,341,2,4915.0,20,7864.0
1663,20251013,41,17,201,1,5693.66,0,5693.66
1664,20250420,37,15,91,1,3761.37,0,3761.37
1665,20241208,98,15,350,3,850.73,0,2552.19
1666,20251030,54,14,326,1,2808.33,0,2808.33
1667,20250916,80,17,307,1,5880.6,0,5880.6
1668,20240124,42,20,292,1,2401.74,5,2281.65
1669,20250114,3,24,335,1,2631.02,0,2631.02
1670,20240716,109,6,371,2,2954.88,0,5909.76
1671,20251230,118,7,151,1,5698.72,0,5698.72
1672,20250814,60,15,309,1,4273.1,0,4273.1
1673,20240630,60,17,310,2,4273.1,15,7264.27
1674,20240612,32,15,36,1,1604.88,0,1604.88
1675,20251124,53,17,198,1,1453.18,0,1453.18
1676,20240923,114,23,367,2,3973.22,5,7549.12
1677,20250630,92,1,372,1,2008.22,10,1807.4
1678,20240210,47,13,262,1,2706.69,0,2706.69
1679,20240507,14,5,389,2,4823.13,10,8681.63
1680,20240424,93,6,337,1,4029.05,15,3424.69
1681,20250509,27,9,,1,1220.37,0,1220.37
1682,20251227,63,25,134,1,4196.34,5,3986.52
1683,20241204,101,15,291,1,1131.31,0,1131.31
1684,20240523,19,17,114,2,3799.68,5,7219.39
1685,20251231,38,10,82,1,1729.74,0,1729.74
1686,20251231,57,22,381,2,3796.83,0,7593.66
1687,20250914,38,13,117,1,1729.74,0,1729.74
1688,20241106,19,19,,1,3799.68,0,3799.68
1689,20250613,52,16,88,4,2796.94,5,10628.37
1690,20250824,110,17,192,1,3839.63,15,3263.69
1691,20251025,22,17,248,2,6438.69,0,12877.38
1692,20240307,44,8,115,1,4747.67,5,4510.29
1693,20240502,84,7,236,1,4822.61,5,4581.48
1694,20240113,108,24,269,2,3374.55,5,6411.65
1695,20250107,86,2,51,3,4002.37,0,12007.11
1696,20241004,71,18,276,2,3918.6,20,6269.76
1697,20240227,58,19,126,1,5200.5,5,4940.47
1698,20251207,120,21,117,1,5078.17,0,5078.17
1699,20240211,78,9,47,2,1807.55,5,3434.34
1700,20240306,116,5,32,1,6480.7,0,6480.7
1701,20250818,62,15,,2,978.5,0,1957.0
1702,20251011,10,7,227,1,3316.3,0,3316.3
1703,20250709,76,7,154,1,5042.37,5,4790.25
1704,20240424,93,15,100,1,4029.05,5,3827.6
1705,20250412,1,9,308,1,1005.84,5,955.55
1706,20241202,65,16,331,1,3541.34,10,3187.21
1707,20240911,44,9,258,1,4747.67,0,4747.67
1708,20240705,63,1,261,1,4196.34,0,4196.34
1709,20240308,98,14,49,3,850.73,0,2552.19
1710,20251015,88,18,100,2,2796.03,10,5032.85
1711,20240806,40,17,393,1,6858.19,0,6858.19
1712,20241103,119,20,345,1,2956.72,0,2956.72
1713,20250209,101,6,313,1,1131.31,0,1131.31
1714,20250612,61,21,214,2,5731.62,0,11463.24
1715,20240926,61,10,157,1,5731.62,0,5731.62
1716,20241118,58,10,202,2,5200.5,0,10401.0
1717,20250217,8,14,72,4,3576.07,10,12873.85
1718,20240120,105,23,339,2,2890.92,0,5781.84
1719,20250117,4,11,196,1,1722.15,5,1636.04
1720,20240723,103,7,226,2,5201.47,0,10402.94
1721,20240905,21,11,370,1,1209.52,20,967.62
1722,20240217,100,22,362,1,4823.15,0,4823.15
1723,20250913,76,13,,1,5042.37,0,5042.37
1724,20250704,48,15,57,1,2551.26,15,2168.57
1725,20240316,42,25,78,2,2401.74,5,4563.31
1726,20250810,26,18,,1,1355.83,5,1288.04
1727,20251107,34,18,150,1,1322.31,0,1322.31
1728,20240310,112,23,161,3,1434.74,0,4304.22
1729,20250401,96,7,240,1,3006.66,0,3006.66
1730,20240722,87,23,310,2,2952.23,0,5904.46
1731,20240502,83,14,250,2,2689.64,10,4841.35
1732,20240302,117,17,290,1,5631.66,0,5631.66
1733,20250531,112,11,252,1,1434.74,0,1434.74
1734,20240309,95,3,286,2,3960.41,0,7920.82
1735,20250609,109,3,240,1,2954.88,20,2363.9
1736,20240315,99,22,142,1,4915.0,15,4177.75
1737,20240604,84,11,,1,4822.61,0,4822.61
1738,20250624,100,23,222,2,4823.15,0,9646.3
1739,20241027,1,20,10,1,1005.84,0,1005.84
1740,20240603,34,8,394,1,1322.31,0,1322.31
1741,20251112,26,25,182,2,1355.83,5,2576.08
1742,20250813,20,7,106,1,1915.63,0,1915.63
1743,20250630,78,2,277,1,1807.55,0,1807.55
1744,20241118,119,8,104,1,2956.72,0,2956.72
1745,20241004,30,7,14,1,3704.61,15,3148.92
1746,20250326,16,13,,2,4330.21,10,7794.38
1747,20240801,49,2,205,1,3974.14,10,3576.73
1748,20250827,105,4,,1,2890.92,15,2457.28
1749,20250612,16,6,62,3,4330.21,5,12341.1
1750,20250101,96,11,108,4,3006.66,10,10823.98
1751,20250103,62,9,234,1,978.5,0,978.5
1752,20250306,52,4,159,2,2796.94,0,5593.88
1753,20251029,39,8,44,1,3883.73,10,3495.36
1754,20250427,3,9,166,1,2631.02,10,2367.92
1755,20240630,73,1,80,1,6348.65,0,6348.65
1756,20240209,8,20,379,1,3576.07,0,3576.07
1757,20250228,106,6,90,3,717.87,20,1722.89
1758,20251115,24,12,57,2,3205.37,0,6410.74
1759,20240727,40,13,136,1,6858.19,0,6858.19
1760,20240127,43,1,18,2,3747.63,0,7495.26
1761,20250221,6,18,307,2,843.99,0,1687.98
1762,20240412,2,12,48,1,882.35,0,882.35
1763,20250502,60,14,275,1,4273.1,10,3845.79
1764,20251014,1,10,132,1,1005.84,5,955.55
1765,20250109,79,22,245,1,1528.97,10,1376.07
1766,20250807,26,5,67,2,1355.83,0,2711.66
1767,20251106,11,24,,1,5902.88,15,5017.45
1768,20240417,32,8,374,1,1604.88,0,1604.88
1769,20250418,86,19,296,4,4002.37,0,16009.48
1770,20240514,42,14,75,1,2401.74,15,2041.48
1771,20240205,96,13,102,4,3006.66,0,12026.64
1772,20251011,5,8,166,1,2284.3,0,2284.3
1773,20241218,25,21,296,1,659.99,20,527.99
1774,20250409,80,9,61,2,5880.6,5,11173.14
1775,20250610,119,11,96,1,2956.72,10,2661.05
1776,20250514,99,18,50,1,4915.0,0,4915.0
1777,20250615,34,3,219,1,1322.31,20,1057.85
1778,20240509,13,8,57,1,4729.21,5,4492.75
1779,20240509,112,12,224,1,1434.74,15,1219.53
1780,20250531,24,13,262,1,3205.37,10,2884.83
1781,20240815,100,1,382,1,4823.15,5,4581.99
1782,20240604,73,17,273,1,6348.65,0,6348.65
1783,20250627,22,12,349,1,6438.69,5,6116.76
1784,20250925,29,25,277,3,1567.62,5,4467.72
1785,20240726,36,2,206,1,682.61,15,580.22
1786,20250307,115,16,70,2,2419.05,0,4838.1
1787,20240317,33,23,160,1,2291.4,5,2176.83
1788,20250831,9,2,72,1,4835.47,10,4351.92
1789,20240905,51,6,201,1,2879.69,0,2879.69
1790,20241224,10,8,142,1,3316.3,0,3316.3
1791,20250822,87,5,73,1,2952.23,10,2657.01
1792,20240112,82,4,269,1,3179.41,5,3020.44
1793,20250427,30,22,64,1,3704.61,5,3519.38
1794,20240606,10,25,175,2,3316.3,15,5637.71
1795,20240211,49,9,239,1,3974.14,0,3974.14
1796,20251227,89,16,116,1,4062.25,0,4062.25
1797,20250909,77,12,341,1,5233.57,5,4971.89
1798,20250318,54,2,395,1,2808.33,5,2667.91
1799,20241009,116,9,169,1,6480.7,10,5832.63
1800,20241231,11,1,249,1,5902.88,0,5902.88
1801,20250828,56,22,400,2,7088.96,0,14177.92
1802,20250913,108,19,266,2,3374.55,5,6411.65
1803,20240213,78,4,330,3,1807.55,5,5151.52
1804,20240430,98,8,345,2,850.73,5,1616.39
1805,20250207,92,24,,1,2008.22,0,2008.22
1806,20250416,74,17,,1,3249.83,10,2924.85
1807,20250318,86,1,93,1,4002.37,15,3402.01
1808,20240411,38,14,374,1,1729.74,15,1470.28
1809,20250102,105,22,128,1,2890.92,10,2601.83
1810,20241128,59,23,135,2,2020.12,0,4040.24
1811,20250725,99,18,380,1,4915.0,0,4915.0
1812,20240625,109,16,171,1,2954.88,0,2954.88
1813,20240821,41,10,370,1,5693.66,0,5693.66
1814,20250928,64,21,196,1,4068.92,10,3662.03
1815,20250512,45,11,186,2,1364.28,20,2182.85
1816,20241126,3,4,159,3,2631.02,5,7498.41
1817,20250727,38,25,92,1,1729.74,5,1643.25
1818,20240722,12,3,340,1,1690.47,0,1690.47
1819,20241214,69,12,198,1,2128.62,20,1702.9
1820,20241027,79,19,166,4,1528.97,0,6115.88
1821,20240211,32,18,141,1,1604.88,0,1604.88
1822,20251212,29,8,226,1,1567.62,0,1567.62
1823,20240113,38,8,314,1,1729.74,0,1729.74
1824,20250723,71,19,96,2,3918.6,5,7445.34
1825,20251004,74,13,362,2,3249.83,0,6499.66
1826,20240926,56,12,121,1,7088.96,0,7088.96
1827,20251210,18,11,360,1,5185.3,0,5185.3
1828,20240511,13,17,275,1,4729.21,10,4256.29
1829,20250910,30,24,360,1,3704.61,5,3519.38
1830,20240817,60,9,28,1,4273.1,0,4273.1
1831,20250828,56,3,88,1,7088.96,0,7088.96
1832,20251027,8,12,362,1,3576.07,5,3397.27
1833,20240307,93,9,373,1,4029.05,5,3827.6
1834,20250317,91,25,203,1,6185.93,0,6185.93
1835,20250705,90,22,120,1,3873.38,15,3292.37
1836,20250220,19,25,349,1,3799.68,10,3419.71
1837,20250916,7,23,301,1,4794.43,20,3835.54
1838,20250920,9,17,83,2,4835.47,0,9670.94
1839,20250907,100,25,93,1,4823.15,15,4099.68
1840,20240502,43,3,,1,3747.63,5,3560.25
1841,20251202,50,14,243,1,3814.05,0,3814.05
1842,20240408,40,12,221,2,6858.19,0,13716.38
1843,20240707,34,13,180,4,1322.31,5,5024.78
1844,20241213,58,25,,1,5200.5,15,4420.43
1845,20240303,72,2,49,1,1667.62,20,1334.1
1846,20250625,2,1,157,1,882.35,15,750.0
1847,20250730,48,3,97,1,2551.26,0,2551.26
1848,20250702,28,12,,1,3988.05,0,3988.05
1849,20250118,74,6,362,2,3249.83,10,5849.69
1850,20250603,20,15,,1,1915.63,0,1915.63
1851,20240503,104,10,56,1,6527.04,0,6527.04
1852,20250614,22,4,309,1,6438.69,5,6116.76
1853,20241211,59,22,200,2,2020.12,15,3434.2
1854,20251115,71,3,188,1,3918.6,20,3134.88
1855,20250517,25,13,,1,659.99,20,527.99
1856,20250506,104,22,303,1,6527.04,0,6527.04
1857,20251110,84,11,289,1,4822.61,0,4822.61
1858,20250207,97,18,145,1,4779.12,0,4779.12
1859,20240721,38,21,223,1,1729.74,0,1729.74
1860,20250518,14,11,313,1,4823.13,0,4823.13
1861,20241021,99,22,271,2,4915.0,0,9830.0
1862,20240401,40,19,293,1,6858.19,5,6515.28
1863,20240219,69,1,,1,2128.62,0,2128.62
1864,20250704,7,22,379,1,4794.43,10,4314.99
1865,20250604,48,22,110,1,2551.26,15,2168.57
1866,20240814,92,11,,1,2008.22,0,2008.22
1867,20251017,79,1,,1,1528.97,15,1299.62
1868,20240429,119,10,,1,2956.72,10,2661.05
1869,20241204,23,13,191,3,5336.87,0,16010.61
1870,20240608,19,20,343,1,3799.68,15,3229.73
1871,20251127,74,23,321,1,3249.83,15,2762.36
1872,20251031,95,9,6,1,3960.41,0,3960.41
1873,20241011,108,7,250,1,3374.55,0,3374.55
1874,20251210,51,2,230,1,2879.69,5,2735.71
1875,20240313,82,4,251,1,3179.41,0,3179.41
1876,20240620,95,9,367,3,3960.41,0,11881.23
1877,20250703,37,10,134,1,3761.37,0,3761.37
1878,20240725,12,18,103,1,1690.47,20,1352.38
1879,20250425,62,4,20,2,978.5,0,1957.0
1880,20251211,104,3,316,1,6527.04,5,6200.69
1881,20250328,77,25,,3,5233.57,10,14130.64
1882,20240712,99,7,23,1,4915.0,15,4177.75
1883,20241215,111,9,180,1,1506.58,15,1280.59
1884,20240227,51,13,150,1,2879.69,0,2879.69
1885,20251004,25,11,225,1,659.99,0,659.99
1886,20240908,78,17,83,1,1807.55,20,1446.04
1887,20240228,15,22,,1,4621.37,0,4621.37
1888,20240622,93,11,74,3,4029.05,5,11482.79
1889,20240107,49,1,199,2,3974.14,0,7948.28
1890,20240817,98,21,,1,850.73,0,850.73
1891,20250502,120,19,145,1,5078.17,0,5078.17
1892,20240831,88,16,177,4,2796.03,5,10624.91
1893,20250505,118,5,185,1,5698.72,0,5698.72
1894,20240627,50,9,189,2,3814.05,0,7628.1
1895,20241103,19,2,364,2,3799.68,10,6839.42
1896,20250215,17,21,208,1,1735.19,0,1735.19
1897,20250408,57,13,173,1,3796.83,0,3796.83
1898,20250626,27,8,98,1,1220.37,15,1037.31
1899,20251106,101,20,238,1,1131.31,10,1018.18
1900,20250222,48,21,202,1,2551.26,0,2551.26
1901,20251029,58,10,397,2,5200.5,0,10401.0
1902,20240723,28,11,81,1,3988.05,15,3389.84
1903,20250318,24,15,,1,3205.37,5,3045.1
1904,20240625,35,24,394,1,3748.04,0,3748.04
1905,20240721,20,14,126,2,1915.63,0,3831.26
1906,20250513,41,20,314,1,5693.66,5,5408.98
1907,20240206,87,4,44,1,2952.23,15,2509.4
1908,20240224,43,3,183,1,3747.63,0,3747.63
1909,20240806,40,3,162,1,6858.19,10,6172.37
1910,20250501,44,23,156,1,4747.67,5,4510.29
1911,20240604,21,14,317,1,1209.52,5,1149.04
1912,20251005,61,23,354,2,5731.62,0,11463.24
1913,20240426,85,5,50,2,6169.54,0,12339.08
1914,20250125,61,13,393,1,5731.62,5,5445.04
1915,20250106,120,15,94,1,5078.17,0,5078.17
1916,20250518,86,19,174,4,4002.37,15,13608.06
1917,20240311,23,5,347,1,5336.87,0,5336.87
1918,20251115,26,21,365,2,1355.83,10,2440.49
1919,20241229,78,16,,2,1807.55,0,3615.1
1920,20240622,47,9,144,4,2706.69,15,9202.75
1921,20240125,63,11,27,1,4196.34,5,3986.52
1922,20240926,58,14,140,2,5200.5,10,9360.9
1923,20250414,85,3,17,1,6169.54,20,4935.63
1924,20251001,2,24,155,1,882.35,15,750.0
1925,20250124,50,2,139,1,3814.05,0,3814.05
1926,20250608,110,14,176,1,3839.63,0,3839.63
1927,20240924,71,7,137,1,3918.6,0,3918.6
1928,20251118,11,22,261,2,5902.88,0,11805.76
1929,20240511,104,25,39,1,6527.04,0,6527.04
1930,20250808,103,8,39,1,5201.47,0,5201.47
1931,20241215,112,20,,1,1434.74,20,1147.79
1932,20250416,81,11,55,1,1242.05,0,1242.05
1933,20240522,26,24,96,1,1355.83,20,1084.66
1934,20240104,56,22,26,2,7088.96,0,14177.92
1935,20251002,68,7,102,2,1648.1,0,3296.2
1936,20251224,24,16,347,1,3205.37,10,2884.83
1937,20250329,24,17,,1,3205.37,0,3205.37
1938,20240527,113,18,97,1,4385.13,5,4165.87
1939,20240318,25,6,388,4,659.99,0,2639.96
1940,20251012,108,19,212,1,3374.55,0,3374.55
1941,20250312,33,12,272,1,2291.4,15,1947.69
1942,20251130,33,10,34,1,2291.4,0,2291.4
1943,20240302,80,25,41,1,5880.6,15,4998.51
1944,20250401,2,24,164,1,882.35,15,750.0
1945,20250105,90,22,34,1,3873.38,5,3679.71
1946,20241122,58,12,246,1,5200.5,0,5200.5
1947,20250515,41,18,98,1,5693.66,0,5693.66
1948,20251208,46,14,237,1,4179.48,10,3761.53
1949,20250216,60,15,73,2,4273.1,0,8546.2
1950,20240126,112,5,196,4,1434.74,5,5452.01
1951,20250213,47,1,339,3,2706.69,0,8120.07
1952,20240707,28,4,,1,3988.05,0,3988.05
1953,20240721,3,16,156,2,2631.02,10,4735.84
1954,20241011,30,7,371,1,3704.61,0,3704.61
1955,20240612,63,22,,3,4196.34,0,12589.02
1956,20241127,91,16,73,1,6185.93,15,5258.04
1957,20240809,54,16,,1,2808.33,0,2808.33
1958,20251007,40,22,314,1,6858.19,0,6858.19
1959,20241015,44,24,353,2,4747.67,0,9495.34
1960,20250429,9,1,214,1,4835.47,15,4110.15
1961,20251205,30,11,244,2,3704.61,5,7038.76
1962,20250814,102,11,66,3,616.26,10,1663.9
1963,20250809,117,8,313,1,5631.66,10,5068.49
1964,20250515,73,16,161,1,6348.65,0,6348.65
1965,20240531,80,11,,1,5880.6,5,5586.57
1966,20240929,9,15,99,2,4835.47,0,9670.94
1967,20240526,47,25,,1,2706.69,5,2571.36
1968,20241201,46,20,75,2,4179.48,20,6687.17
1969,20250511,41,20,103,2,5693.66,5,10817.95
1970,20250903,78,4,32,2,1807.55,0,3615.1
1971,20250531,37,8,217,2,3761.37,10,6770.47
1972,20241101,34,7,13,1,1322.31,5,1256.19
1973,20250307,11,12,76,1,5902.88,0,5902.88
1974,20240609,77,15,56,3,5233.57,0,15700.71
1975,20240721,91,20,84,1,6185.93,0,6185.93
1976,20240118,16,2,283,1,4330.21,0,4330.21
1977,20250119,71,1,331,1,3918.6,0,3918.6
1978,20250919,108,25,,1,3374.55,5,3205.82
1979,20250805,6,17,,2,843.99,0,1687.98
1980,20240306,119,3,53,1,2956.72,15,2513.21
1981,20240828,12,25,183,1,1690.47,0,1690.47
1982,20240312,64,13,269,1,4068.92,10,3662.03
1983,20251212,20,18,107,1,1915.63,0,1915.63
1984,20240924,30,8,,1,3704.61,0,3704.61
1985,20251020,108,23,22,1,3374.55,10,3037.1
1986,20240605,112,5,166,1,1434.74,5,1363.0
1987,20250209,3,17,253,1,2631.02,5,2499.47
1988,20250228,71,3,,1,3918.6,0,3918.6
1989,20250819,63,1,42,1,4196.34,0,4196.34
1990,20240617,51,7,4,3,2879.69,5,8207.12
1991,20241015,35,18,199,1,3748.04,0,3748.04
1992,20250914,33,11,134,1,2291.4,5,2176.83
1993,20250407,4,15,334,1,1722.15,10,1549.94
1994,20240728,24,4,,2,3205.37,5,6090.2
1995,20240729,26,25,383,1,1355.83,5,1288.04
1996,20240807,114,19,185,1,3973.22,5,3774.56
1997,20240823,73,9,13,1,6348.65,0,6348.65
1998,20240704,111,11,369,1,1506.58,0,1506.58
1999,20250204,78,25,252,1,1807.55,5,1717.17
2000,20251114,110,8,,1,3839.63,0,3839.63
2001,20240201,80,2,141,3,5880.6,0,17641.8
2002,20250125,94,19,50,1,1460.17,0,1460.17
2003,20240714,55,24,39,1,735.67,5,698.89
2004,20241031,99,2,155,1,4915.0,0,4915.0
2005,20240728,16,21,350,2,4330.21,15,7361.36
2006,20250502,23,1,372,1,5336.87,10,4803.18
2007,20250816,89,18,12,2,4062.25,0,8124.5
2008,20251209,20,7,,1,1915.63,0,1915.63
2009,20250524,56,15,7,1,7088.96,0,7088.96
2010,20240305,99,9,369,1,4915.0,10,4423.5
2011,20240125,86,9,97,1,4002.37,0,4002.37
2012,20240102,84,2,223,1,4822.61,5,4581.48
2013,20240825,92,24,,1,2008.22,5,1907.81
2014,20250412,106,16,192,1,717.87,0,717.87
2015,20250718,70,5,328,1,3349.78,0,3349.78
2016,20250215,48,15,393,1,2551.26,10,2296.13
2017,20250521,87,18,222,1,2952.23,0,2952.23
2018,20240520,43,12,231,2,3747.63,10,6745.73
2019,20240617,114,2,321,1,3973.22,0,3973.22
2020,20251009,107,24,294,1,1952.14,10,1756.93
2021,20240729,106,23,215,2,717.87,20,1148.59
2022,20250711,6,17,3,1,843.99,5,801.79
2023,20240617,95,8,172,1,3960.41,0,3960.41
2024,20250117,71,13,202,1,3918.6,0,3918.6
2025,20250221,89,25,116,1,4062.25,0,4062.25
2026,20251211,115,25,1,2,2419.05,20,3870.48
2027,20240420,64,5,356,3,4068.92,0,12206.76
2028,20250219,39,7,50,3,3883.73,0,11651.19
2029,20240117,4,10,96,2,1722.15,5,3272.09
2030,20240309,33,15,217,3,2291.4,5,6530.49
2031,20240111,90,20,199,1,3873.38,0,3873.38
2032,20250926,76,16,304,1,5042.37,0,5042.37
2033,20240202,64,11,131,2,4068.92,10,7324.06
2034,20250127,97,18,217,1,4779.12,5,4540.16
2035,20241225,88,16,195,1,2796.03,0,2796.03
2036,20240329,61,9,43,1,5731.62,10,5158.46
2037,20251008,119,4,384,1,2956.72,5,2808.88
2038,20250425,5,11,398,2,2284.3,0,4568.6
2039,20250920,53,4,,1,1453.18,10,1307.86
2040,20240129,120,17,258,1,5078.17,0,5078.17
2041,20250801,50,18,25,1,3814.05,0,3814.05
2042,20250613,63,6,151,2,4196.34,0,8392.68
2043,20250907,43,14,80,3,3747.63,0,11242.89
2044,20250508,63,8,,2,4196.34,10,7553.41
2045,20240629,99,13,,1,4915.0,0,4915.0
2046,20251130,75,16,228,2,2266.5,15,3853.05
2047,20240428,13,6,380,4,4729.21,5,17971.0
2048,20240125,57,16,358,1,3796.83,5,3606.99
2049,20251211,48,21,215,1,2551.26,0,2551.26
2050,20250724,90,14,,1,3873.38,15,3292.37
2051,20251111,46,16,125,3,4179.48,15,10657.67
2052,20240503,4,6,,1,1722.15,0,1722.15
2053,20251106,70,12,245,1,3349.78,10,3014.8
